application_number,filing_date,uspc_class,cpc4,inventor_name_first,inventor_name_middle,inventor_name_last,inventor_rank,inventor_region_code,inventor_country_code
10806594,23/03/04,706,G06N,georg,,mogk,2,,DE
10806594,23/03/04,706,G06N,thomas,,mrziglod,1,,DE
10845519,14/05/04,706,G05B,gerhard,,vallmar,3,,DE
10845519,14/05/04,706,G05B,galia,,weidl,2,,DE
10845519,14/05/04,706,G05B,raiko,,milanovic,4,,DE
10890018,12/07/04,706,G06N,hinrich,h,schuetze,1,,DE
10897834,23/07/04,706,G06Q,horatiu-zeno,,simon,2,,DE
10981504,05/11/04,706,G06F,olaf,,duevel,1,,DE
10981504,05/11/04,706,G06F,gunther,,liebich,4,,DE
10981504,05/11/04,706,G06F,wolfgang,,herzog,3,,DE
10981504,05/11/04,706,G06F,ulrich,,frenzel,2,,DE
10990751,18/11/04,706,G06Q,peter,,kastel,1,,DE
11033767,11/01/05,706,G06N,yaochu,,jin,1,,DE
11033767,11/01/05,706,G06N,bernhard,,sendhoff,2,,DE
11033767,11/01/05,706,G06N,markus,,olhofer,4,,DE
11038830,18/01/05,706,G06N,kurt,r,bauer,1,,DE
11038830,18/01/05,706,G06N,thomas,,hutzschenreuter,2,,DE
11038830,18/01/05,706,G06N,florian,,listner,4,,DE
11038830,18/01/05,706,G06N,angelika,m,vieth,3,,DE
11042991,24/01/05,706,G06N,bernhard,,sendhoff,2,,DE
11042991,24/01/05,706,G06N,yaochu,,jin,1,,DE
11048702,03/02/05,706,G06F,horst,,werner,1,,DE
11049697,04/02/05,706,G08B,heinz-georg,,wippich,1,,DE
11058111,15/02/05,706,G05B,volker,,stephan,2,,DE
11058111,15/02/05,706,G05B,dirk,,tiedtke,3,,DE
11058111,15/02/05,706,G05B,franz,,wintrich,1,,DE
11067123,25/02/05,706,G06K,andreas,,richter,3,,DE
11067123,25/02/05,706,G06K,christian,,goerick,1,,DE
11067123,25/02/05,706,G06K,edgar,,korner,2,,DE
11067123,25/02/05,706,G06K,bernhard,,sendhoff,4,,DE
11085472,22/03/05,706,G06N,martin,,stetter,3,,DE
11089421,24/03/05,706,B82Y,sergey,v,ulyanov,1,,DE
11089421,24/03/05,706,B82Y,sergey,a,panfilov,2,,DE
11093495,30/03/05,706,G06F,antonio,,barletta,1,,DE
11093495,30/03/05,706,G06F,matthias,,mayer,3,,DE
11093495,30/03/05,706,G06F,boris,,moser,2,,DE
11097585,01/04/05,706,G06K,hans,,colonius,2,,DE
11099084,05/04/05,706,G06N,sunna,,torge,1,,DE
11099084,05/04/05,706,G06N,martin,,emele,2,,DE
11120541,02/05/05,706,G06N,karl,,furst,1,,DE
11120541,02/05/05,706,G06N,andrea,,langlotz,2,,DE
11178015,08/07/05,706,G06N,christian,,haas,3,,DE
11178015,08/07/05,706,G06N,hamid,,moghaddam,2,,DE
11192556,28/07/05,706,G06F,georg,,ringwelski,2,,DE
11196968,04/08/05,706,G06F,christopher,,ronnewinkel,1,,DE
11218970,02/09/05,706,G06N,wolfgang,michael,hartmann,2,,DE
11243265,05/10/05,706,G06Q,gregor,,kempers,2,,DE
11243265,05/10/05,706,G06Q,marco,,rodeck,3,,DE
11243265,05/10/05,706,G06Q,matthias,,weigt,1,,DE
11243297,05/10/05,706,G06Q,matthias,,weigt,1,,DE
11243297,05/10/05,706,G06Q,marco,,rodeck,3,,DE
11243297,05/10/05,706,G06Q,gregor,,kempers,2,,DE
11244191,06/10/05,706,G06N,gregor,,kempers,2,,DE
11244191,06/10/05,706,G06N,marco,,rodeck,3,,DE
11244191,06/10/05,706,G06N,matthias,,weigt,1,,DE
11244274,06/10/05,706,G06Q,matthias,,weigt,1,,DE
11244274,06/10/05,706,G06Q,marco,,rodeck,3,,DE
11244274,06/10/05,706,G06Q,gregor,,kempers,2,,DE
11244275,06/10/05,706,G06Q,gregor,,kempers,2,,DE
11244275,06/10/05,706,G06Q,matthias,,weigt,1,,DE
11244275,06/10/05,706,G06Q,marco,,rodeck,3,,DE
11245146,07/10/05,706,G06N,marco,,rodeck,3,,DE
11245146,07/10/05,706,G06N,gregor,,kempers,2,,DE
11245146,07/10/05,706,G06N,matthias,,weigt,1,,DE
11268103,07/11/05,706,G06F,thomas,,dippon,1,,DE
11350095,09/02/06,706,G06N,martin,christian,hirsch,1,,DE
11355287,16/02/06,706,G06N,boris,,kaplan,1,,DE
11368422,07/03/06,706,G06F,boris,,kaplan,1,,DE
11372852,10/03/06,706,A61B,martin,,findeis,2,,DE
11372852,10/03/06,706,A61B,willi,,kaiser,1,,DE
11378640,20/03/06,706,G06K,rudolf,,sollacher,2,,DE
11378640,20/03/06,706,G06K,volker,,tresp,3,,DE
11378640,20/03/06,706,G06K,clemens,,otte,1,,DE
11389815,27/03/06,706,G06Q,anthony,j,olejniczak,2,,DE
11414000,28/04/06,706,G06N,renate,,binnig,3,,DE
11414000,28/04/06,706,G06N,maria,,athelogou,1,,DE
11414000,28/04/06,706,G06N,konstantinos,,bobolas,2,,DE
11414000,28/04/06,706,G06N,peter,,eschenbacher,4,,DE
11414000,28/04/06,706,G06N,guenter,,schmidt,5,,DE
11441513,26/05/06,706,G06N,zoltan,,nochta,1,,DE
11441513,26/05/06,706,G06N,stephan,,haller,2,,DE
11445221,02/06/06,706,G06N,jurgen,,angele,1,,DE
11482775,10/07/06,706,G05B,jorg,,fandrich,1,,DE
11482775,10/07/06,706,G05B,jorg,,gassmann,2,,DE
11482775,10/07/06,706,G05B,andre,,gerlach,3,,DE
11489917,19/07/06,706,G06F,alexander,,matz,2,,DE
11489917,19/07/06,706,G06F,klaus,,irle,1,,DE
11490157,19/07/06,706,G06F,sultan,,haider,1,,DE
11490157,19/07/06,706,G06F,ernst,,bartsch,2,,DE
11509517,23/08/06,706,G06F,markus,,cherdron,2,,DE
11509517,23/08/06,706,G06F,holger,,koser,3,,DE
11509517,23/08/06,706,G06F,ulf,,fildebrandt,4,,DE
11509517,23/08/06,706,G06F,markus,,muenkel,5,,DE
11509517,23/08/06,706,G06F,frank,,seeger,1,,DE
11512517,29/08/06,706,G06F,robert,,viehmann,3,,DE
11512517,29/08/06,706,G06F,joachim,,gaffga,2,,DE
11512517,29/08/06,706,G06F,steffen,,riemann,5,,DE
11512517,29/08/06,706,G06F,juergen,,sattler,1,,DE
11512517,29/08/06,706,G06F,frank,,markert,4,,DE
11516699,07/09/06,706,G06Q,andreas,,huber-buschbeck,1,,DE
11516699,07/09/06,706,G06Q,hans-ulrich,,von helmolt,2,,DE
11516699,07/09/06,706,G06Q,michael,,schweitzer,3,,DE
11517135,06/09/06,706,G06Q,hans-georg,,beyer,2,,DE
11517135,06/09/06,706,G06Q,bernhard,,sendhoff,1,,DE
11521266,14/09/06,706,G06F,michael,,altenhofen,1,,DE
11536132,28/09/06,706,G06N,bernard,,steffen,5,,DE
11536132,28/09/06,706,G06N,tiziana,,margaria,2,,DE
11557023,06/11/06,706,G10L,oliver,,hellmuth,3,,DE
11557023,06/11/06,706,G10L,thorsten,,kastner,4,,DE
11557023,06/11/06,706,G10L,juergen,,herre,1,,DE
11572193,16/01/07,706,G06K,cheng,soon,ong,3,,DE
11572193,16/01/07,706,G06K,olivier,,chapelle,4,,DE
11572601,24/01/07,706,A63F,eric,,thelen,1,,DE
11579631,06/11/06,706,G05B,veronika,,dunkel,1,,DE
11579631,06/11/06,706,G05B,benedikte,,elbel,2,,DE
11579631,06/11/06,706,G05B,david,,meintrup,4,,DE
11579631,06/11/06,706,G05B,michael,,greiner,3,,DE
11581452,17/10/06,706,G06F,michael,,haft,1,,DE
11581452,17/10/06,706,G06F,reimar,,hofmann,2,,DE
11583497,19/10/06,706,G06F,olaf,,korte,2,,DE
11583497,19/10/06,706,G06F,merce,,serra,1,,DE
11583497,19/10/06,706,G06F,alexander,,zink,3,,DE
11595327,10/11/06,706,G06Q,kioumars,,namiri,2,,DE
11595327,10/11/06,706,G06Q,andreas,,friesen,1,,DE
11609307,11/12/06,706,G06F,yannick,,saillet,3,,DE
11623639,16/01/07,706,G06N,bernhard,,sendhoff,1,,DE
11623639,16/01/07,706,G06N,yaochu,,jin,2,,DE
11631775,05/01/07,706,B60R,birgit,,rosel,2,,DE
11631775,05/01/07,706,B60R,klaus,,hofbeck,1,,DE
11631775,05/01/07,706,B60R,roland,,wagner,4,,DE
11631775,05/01/07,706,B60R,arnd,,stielow,3,,DE
11633420,05/12/06,706,G06Q,hans-ulrich,von,helmolt,1,,DE
11633420,05/12/06,706,G06Q,carsten,,kreuels,2,,DE
11636322,08/12/06,706,G06N,wolfgang,michael,hartmann,2,,DE
11664845,06/04/07,706,G05B,christian,m,stich,1,,DE
11664845,06/04/07,706,G05B,marcel,,dix,2,,DE
11720883,05/06/07,706,G06F,thomas,,reichhart,1,,DE
11727322,26/03/07,706,G06F,boris,,kaplan,1,,DE
11729498,28/03/07,706,G06N,david,,hetzer,2,,DE
11729498,28/03/07,706,G06N,joerg,,bischoff,1,,DE
11763717,15/06/07,706,G06N,alexey,,tsymbal,2,,DE
11763717,15/06/07,706,G06N,huber,,martin,1,,DE
11763717,15/06/07,706,G06N,sonja,,zillner,3,,DE
11764617,18/06/07,706,G06F,thomas,,kemp,1,,DE
11767982,25/06/07,706,G06N,gunther,,stuhec,1,,DE
11767982,25/06/07,706,G06N,daniel,,oberle,2,,DE
11778513,16/07/07,706,G06F,martin,christian,hirsch,1,,DE
11779251,17/07/07,706,G06F,yannick,,saillet,4,,DE
11837950,13/08/07,706,G05B,franz,,wintrich,1,,DE
11837950,13/08/07,706,G05B,thomas,,vesper,2,,DE
11844791,24/08/07,706,G06F,peter,,gregorius,1,,DE
11849203,31/08/07,706,G06F,jens,,lemcke,2,,DE
11849203,31/08/07,706,G06F,andreas,,friesen,1,,DE
11854406,12/09/07,706,G06F,stefan,a,baeuerle,1,,DE
11854406,12/09/07,706,G06F,ulrike,b,greiner,2,,DE
11862604,27/09/07,706,G06K,rodion,,neigovzen,1,,DE
11862604,27/09/07,706,G06K,rudolf,,sollacher,2,,DE
11865163,09/10/07,706,G06F,timo,,kussmaul,1,,DE
11865775,02/10/07,706,G06F,roland,,grund,2,,DE
11865775,02/10/07,706,G06F,frank,,beekmann,1,,DE
11865775,02/10/07,706,G06F,andreas,,rudolph,3,,DE
11868691,08/10/07,706,H04L,bernd,,gutjahr,1,,DE
11872328,15/10/07,706,G06N,carsten,,ziegler,2,,DE
11872328,15/10/07,706,G06N,christian,,brelage,1,,DE
11872328,15/10/07,706,G06N,tobias,,rieke,3,,DE
11883833,23/05/08,706,G07C,gunther,,battenberg,1,,DE
11896749,05/09/07,706,G06Q,anil,kumar,thurimella,1,,DE
11903094,20/09/07,706,G06F,nischal,,piratla,4,,DE
11904427,27/09/07,706,F23G,volker,,stephan,2,,DE
11904427,27/09/07,706,F23G,franz,,wintrich,1,,DE
11928784,30/10/07,706,C12Q,bernhard,,scholkopf,3,,DE
11929169,30/10/07,706,G06K,olivier,,chapelle,3,,DE
11929213,30/10/07,706,G06K,bernard,,schoelkopf,3,,DE
11929354,30/10/07,706,G06K,bernhard,,schoelkopf,3,,DE
11929354,30/10/07,706,G06K,olivier,,chapelle,4,,DE
11935694,06/11/07,706,G06N,stefan,,raspl,2,,DE
11935694,06/11/07,706,G06N,yannick,,saillet,3,,DE
11941642,16/11/07,706,G06N,thomas,,ragg,2,,DE
11969642,04/01/08,706,G06F,gerald,,ristow,2,,DE
11969642,04/01/08,706,G06F,joachim,,voegele,1,,DE
11970096,07/01/08,706,G06F,jens-peter,,akelbein,1,,DE
11970096,07/01/08,706,G06F,jens,,fauth,2,,DE
11987468,30/11/07,706,G06F,martin,,scholz,1,,DE
11992765,28/03/08,706,G06Q,norbert,,pl?tt,1,,DE
11992765,28/03/08,706,G06Q,olaf,,ulrich,2,,DE
11992785,02/09/09,706,G06N,miruna,,szabo,3,,DE
11992785,02/09/09,706,G06N,martin,,stetter,2,,DE
11996830,18/07/08,706,A63F,tobias,,schild,5,,DE
11996830,18/07/08,706,A63F,christian,,gerber,3,,DE
11996830,18/07/08,706,A63F,gero,,vierke,2,,DE
11996830,18/07/08,706,A63F,markus,,wilhelm,4,,DE
11996830,18/07/08,706,A63F,andreas,,gerber,1,,DE
11997228,07/11/08,706,C12Q,axel,,wein,4,,DE
11997228,07/11/08,706,C12Q,manuela,,averdick,2,,DE
11997228,07/11/08,706,C12Q,wolfgang,,bruckl,3,,DE
11997228,07/11/08,706,C12Q,ralph,,wirtz,1,,DE
12007056,07/01/08,706,G06F,boris,,kaplan,1,,DE
12016483,18/01/08,706,G06Q,robin,,rudat,1,,DE
12038236,27/02/08,706,G06Q,simone,,prummer,2,,DE
12038236,27/02/08,706,G06Q,jan,,vollmar,5,,DE
12039187,28/02/08,706,G06Q,carsten,,ziegler,3,,DE
12039187,28/02/08,706,G06Q,christian,,brelage,1,,DE
12039187,28/02/08,706,G06Q,thorsten,,sandfuchs,2,,DE
12067481,20/03/08,706,G06T,lothar,,spies,2,,DE
12067481,20/03/08,706,G06T,alexander,,fischer,1,,DE
12077134,17/03/08,706,G06N,martin,,stetter,2,,DE
12084737,30/07/09,706,G06N,richard,william,manley,2,,DE
12093382,29/09/08,706,G06F,joachim,d,schmidt,4,,DE
12096126,04/06/08,706,G06F,pavel,,laskov,2,,DE
12096126,04/06/08,706,G06F,klaus-robert,,muller,3,,DE
12096126,04/06/08,706,G06F,patrick,,dussel,4,,DE
12096126,04/06/08,706,G06F,konrad,,rieck,1,,DE
12101985,24/04/08,706,G06F,wolfgang,,lehner,3,,DE
12101985,24/04/08,706,G06F,rainer,,gemulla,1,,DE
12120945,15/05/08,706,G06Q,kay-uwe,,schmidt,1,,DE
12156933,05/06/08,706,G06F,stefan,,lautenschlager,1,,DE
12165417,30/06/08,706,G06N,andreas,,buchen,4,,DE
12165417,30/06/08,706,G06N,soeren,,balko,3,,DE
12165417,30/06/08,706,G06N,matthias,,miltz,2,,DE
12165417,30/06/08,706,G06N,franz,,weber,1,,DE
12184896,01/08/08,706,G06F,dietmar,,theobald,1,,DE
12199798,28/08/08,706,G06Q,michael,,aakolk,3,,DE
12199798,28/08/08,706,G06Q,carsten,,ziegler,1,,DE
12199798,28/08/08,706,G06Q,hans-georg,,beuter,2,,DE
12200885,28/08/08,706,G06Q,michael,,aakolk,3,,DE
12200885,28/08/08,706,G06Q,hans-georg,,beuter,2,,DE
12200885,28/08/08,706,G06Q,carsten,,ziegler,1,,DE
12211098,15/09/08,706,G09B,rouven,,krebs,1,,DE
12233605,19/09/08,706,H04L,martin,,kugler,1,,DE
12240172,29/09/08,706,G06N,harald,,mebold,2,,DE
12243827,01/10/08,706,G06Q,juergen,,sattler,2,,DE
12243827,01/10/08,706,G06Q,werner,,wolf,5,,DE
12243827,01/10/08,706,G06Q,joachim,,gaffga,1,,DE
12243827,01/10/08,706,G06Q,frank,,markert,3,,DE
12243827,01/10/08,706,G06Q,robert,,viehmann,4,,DE
12246894,07/10/08,706,G06F,cai-nicolas,,ziegler,2,,DE
12246894,07/10/08,706,G06F,hans,,roettger,1,,DE
12300288,10/11/08,706,G06F,jutta,,eusterbrock,1,,DE
12304784,15/12/08,706,G06T,thomas,,buelow,2,,DE
12304784,15/12/08,706,G06T,rafael,,wiemker,1,,DE
12304784,15/12/08,706,G06T,roland,,opfer,3,,DE
12315137,28/11/08,706,G06N,dustin,r,garvey,1,,DE
12347633,31/12/08,706,G06F,vasu,,chandrasekhara,2,,DE
12347633,31/12/08,706,G06F,andreas,,eberhart,3,,DE
12347633,31/12/08,706,G06F,stefan,,kraus,5,,DE
12347633,31/12/08,706,G06F,ulrich,,walther,6,,DE
12364269,02/02/09,706,G06N,thomas,,mrziglod,2,,DE
12364269,02/02/09,706,G06N,georg,,mogk,1,,DE
12364269,02/02/09,706,G06N,peter,,hubl,3,,DE
12365201,04/02/09,706,G06F,walter,,haenel,1,,DE
12366561,05/02/09,706,G06N,knut,,barthel,1,,DE
12374076,23/06/09,706,G06K,bruno,,mirbach,1,,DE
12382016,06/03/09,706,G06N,boris,,kaplan,1,,DE
12385425,08/04/09,706,G06N,boris,,kaplan,1,,DE
12386638,21/04/09,706,G05B,steffen,,udluft,2,,DE
12386639,21/04/09,706,G05B,anton,maximillian,schafer,1,,DE
12386639,21/04/09,706,G05B,volkmar,,sterzing,2,,DE
12386639,21/04/09,706,G05B,steffen,,udluft,3,,DE
12405418,17/03/09,706,G06F,ulrich,,mayer,1,,DE
12405418,17/03/09,706,G06F,frank,,lehnert,4,,DE
12405418,17/03/09,706,G06F,guenter,,gerwig,5,,DE
12415265,31/03/09,706,G06N,andreas,,friesen,1,,DE
12423144,14/04/09,706,G06N,adrian,,weiler,1,,DE
12423144,14/04/09,706,G06N,stefan,,droste,2,,DE
12430307,27/04/09,706,G05B,lothar,,heinemann,1,,DE
12430307,27/04/09,706,G05B,jurgen,,glock,2,,DE
12449666,20/08/09,706,H04L,lucian,,hirsch,1,,DE
12457281,05/06/09,706,G06T,stefan,,grosskopf,3,,DE
12457281,05/06/09,706,G06T,jan,,egger,1,,DE
12457281,05/06/09,706,G06T,bernd,,freisleben,2,,DE
12457281,05/06/09,706,G06T,carlos,,leber,4,,DE
12458245,06/07/09,706,G06F,bernd,,lindner,3,,DE
12458245,06/07/09,706,G06F,manfred,,langen,2,,DE
12458245,06/07/09,706,G06F,karsten,,ehms,1,,DE
12461991,31/08/09,706,G06N,axel,,reitinger,2,,DE
12461991,31/08/09,706,G06N,joachim,,holz,1,,DE
12470437,21/05/09,706,G06F,eva,,horster,1,,DE
12471646,26/05/09,706,G01B,andreas,,bartel,4,,DE
12471646,26/05/09,706,G01B,michael,,gunther,2,,DE
12471646,26/05/09,706,G01B,stefan,,konermann,1,,DE
12471646,26/05/09,706,G01B,markus,,stein,5,,DE
12471646,26/05/09,706,G01B,roland,,pulch,3,,DE
12501933,13/07/09,706,G06N,josef,,reisinger,4,,DE
12521920,01/07/09,706,G05B,steffen,,udluft,2,,DE
12521920,01/07/09,706,G05B,anton,maximilian,schafer,1,,DE
12522040,22/12/09,706,G05B,anton,maximilian,schafer,1,,DE
12522040,22/12/09,706,G05B,hans-georg,,zimmermann,3,,DE
12522040,22/12/09,706,G05B,steffen,,udluft,2,,DE
12523730,19/07/09,706,G06K,petra,,perner,1,,DE
12541208,14/08/09,706,G06N,alex,,gruener,2,,DE
12541208,14/08/09,706,G06N,lars,,spielberg,1,,DE
12546735,25/08/09,706,G06F,ulrich,,feyer,2,,DE
12548987,27/08/09,706,H04L,srijay,,jayapalan,2,,DE
12570412,30/09/09,706,G06F,gennady,,lapir,1,,DE
12570412,30/09/09,706,G06F,harry,,urbschat,2,,DE
12570412,30/09/09,706,G06F,ralph,,meier,3,,DE
12570412,30/09/09,706,G06F,thorsten,,wanschura,4,,DE
12572431,02/10/09,706,G06F,nelly,,schuster,2,,DE
12588174,06/10/09,706,G06N,gerald,,ristow,1,,DE
12588174,06/10/09,706,G06N,joachim,,voegele,2,,DE
12598873,04/11/09,706,G06N,j?rgen,,angele,1,,DE
12598873,04/11/09,706,G06N,j?rgen,,baier,2,,DE
12599605,29/12/09,706,G06N,andreas,,knoblauch,1,,DE
12601062,04/05/10,706,G01C,matthias,,schorn,2,,DE
12601062,04/05/10,706,G01C,stephan,,groitzsch,1,,DE
12601062,04/05/10,706,G01C,thomas,,fechner,3,,DE
12601062,04/05/10,706,G01C,ulrich,,kressel,4,,DE
12618271,13/11/09,706,G06Q,raph?el,,thollot,1,,DE
12628837,01/12/09,706,G06F,tobias,,achterberg,1,,DE
12643799,21/12/09,706,G06N,masoud,aghadavoodi,jolfaei,1,,DE
12665992,29/06/10,706,G06N,julie,,blumberg,3,,DE
12665992,29/06/10,706,G06N,tomislav,,milekovic,5,,DE
12665992,29/06/10,706,G06N,jorn,,rickert,1,,DE
12665992,29/06/10,706,G06N,jorg,,fischer,6,,DE
12665992,29/06/10,706,G06N,daniel,,braun,4,,DE
12665992,29/06/10,706,G06N,carsten,,mehring,2,,DE
12666862,28/12/09,706,H04W,claudia,,villalonga,3,,DE
12666862,28/12/09,706,H04W,miguel,,martin lopez,1,,DE
12666862,28/12/09,706,H04W,albert,,vidal,2,,DE
12669532,10/06/10,706,G06N,momme,,von sydow,1,,DE
12671248,03/05/10,706,G06K,clemens,,guhmann,1,,DE
12671248,03/05/10,706,G06K,steffen,,kuhn,2,,DE
12675555,26/02/10,706,G05B,steffen,,udluft,2,,DE
12677886,12/03/10,706,G05B,stefan,,rothbauer,3,,DE
12677886,12/03/10,706,G05B,ariane,,sutor,4,,DE
12677886,12/03/10,706,G05B,manfred,,lohner,2,,DE
12677886,12/03/10,706,G05B,reiner,,heilmann,1,,DE
12688570,15/01/10,706,G06N,yannick,,saillet,2,,DE
12700575,04/02/10,706,G06N,olivier,,chapelle,3,,DE
12702362,09/02/10,706,G06F,siegfried,,fuchs,7,,DE
12711292,24/02/10,706,G06K,sven,,rebhan,2,,DE
12711292,24/02/10,706,G06K,julian,,eggert,1,,DE
12715431,02/03/10,706,G06F,sophie,,wrobel,3,,DE
12715431,02/03/10,706,G06F,boas,s,betzler,1,,DE
12715437,02/03/10,706,G06Q,lars,,baldes,1,,DE
12715437,02/03/10,706,G06Q,julian,,haselmayr,2,,DE
12715437,02/03/10,706,G06Q,gerda,,ruge,4,,DE
12715923,02/03/10,706,G06F,joerg,,wurzer,1,,DE
12720693,10/03/10,706,G06F,alfons,,steinhoff,4,,DE
12720693,10/03/10,706,G06F,ute,,twisselmann,5,,DE
12736675,29/10/10,706,G01M,lutz,,leutelt,2,,DE
12736675,29/10/10,706,G01M,joachim,,hofer,1,,DE
12736753,05/11/10,706,G01N,harald,,h?ge,1,,DE
12738937,20/04/10,706,G06N,alexander,,gepperth,1,,DE
12740500,29/04/10,706,G05B,anton,maximilian,schafer,3,,DE
12740500,29/04/10,706,G05B,steffen,,udluft,5,,DE
12740500,29/04/10,706,G05B,alexander,,hans,1,,DE
12740500,29/04/10,706,G05B,volkmar,,sterzing,4,,DE
12750407,30/03/10,706,G06Q,jens,,lehmann,1,,DE
12750407,30/03/10,706,G06Q,david,,sommer,2,,DE
12756254,08/04/10,706,G06N,sigram,,schindler,1,,DE
12756549,08/04/10,706,G06F,wolfgang,,meyer,4,,DE
12756549,08/04/10,706,G06F,sergey,,berdyshev,1,,DE
12756549,08/04/10,706,G06F,manuel,,ebert,2,,DE
12756549,08/04/10,706,G06F,thomas,,kraemer,3,,DE
12765286,22/04/10,706,G06N,andreas,,knoblauch,1,,DE
12787354,25/05/10,706,G06N,jan,,puzicha,1,,DE
12789502,28/05/10,706,G06N,andreas,,knoblauch,1,,DE
12801625,17/06/10,706,G01J,marc,,eichhorn,3,,DE
12817764,17/06/10,706,G06Q,benedikt,,schmidt,1,,DE
12817764,17/06/10,706,G06Q,todor,,stoitsev,2,,DE
12827908,30/06/10,706,G06F,dominik,,jall,2,,DE
12827908,30/06/10,706,G06F,alexander,,neef,4,,DE
12827908,30/06/10,706,G06N,dominik,,jall,2,,DE
12827908,30/06/10,706,G06F,martin,,reitz,5,,DE
12827908,30/06/10,706,G06N,alexander,,neef,4,,DE
12827908,30/06/10,706,G06N,markus,,mueller,3,,DE
12827908,30/06/10,706,G06F,gerd,,breiter,1,,DE
12827908,30/06/10,706,G06N,gerd,,breiter,1,,DE
12827908,30/06/10,706,G06F,markus,,mueller,3,,DE
12827908,30/06/10,706,G06N,martin,,reitz,5,,DE
12834317,12/07/10,706,E21B,hanno,,reckmann,1,,DE
12846932,30/07/10,706,G06N,sonja,,zillner,1,,DE
12855256,12/08/10,706,G01S,christoph,,peylo,2,,DE
12855256,12/08/10,706,G01S,hamed,,ketabdar,1,,DE
12868259,25/08/10,706,G06N,ying,,du,1,,DE
12868658,25/08/10,706,G06K,bernhard,,schoelkopf,3,,DE
12868658,25/08/10,706,G06K,olivier,,chapelle,4,,DE
12875159,03/09/10,706,G05B,alexander,,hans,1,,DE
12875159,03/09/10,706,G05B,steffen,,udluft,2,,DE
12890705,26/09/10,706,G06F,bernhard,,sch?elkopf,3,,DE
12904741,14/10/10,706,G06N,werner,,zucker,2,,DE
12904741,14/10/10,706,G06N,walter,christian,kammergruber,1,,DE
12907068,19/10/10,706,G06Q,carsten,,ziegler,1,,DE
12933573,30/11/10,706,G06F,iris,,m?ller,3,,DE
12933573,30/11/10,706,G06F,tobias,,g?nther,2,,DE
12933573,30/11/10,706,G06F,bernhard,a,sabel,1,,DE
12952232,23/11/10,706,B65G,robert,,holzner,1,,DE
12952232,23/11/10,706,B65G,martin,,hirschbichler,2,,DE
12976005,22/12/10,706,G06Q,thomas,,hettel,1,,DE
12988389,25/03/11,706,G06K,holger,,janssen,1,,DE
12999107,15/12/10,706,H04N,martin,,schlockermann,3,,DE
12999107,15/12/10,706,H04N,ralf,,becker,1,,DE
12999107,15/12/10,706,H04N,jose,luis,rey,2,,DE
13000245,20/12/10,706,G08B,ralph,,bergmann,1,,DE
13000245,20/12/10,706,G08B,bernd,,siber,2,,DE
13000245,20/12/10,706,G08B,ewald,,poitner,3,,DE
13008084,18/01/11,706,G06F,florian,,steinke,2,,DE
13008084,18/01/11,706,G06F,volker,,tresp,3,,DE
13016259,28/01/11,706,G06G,alexey,,tsymbal,4,,DE
13016259,28/01/11,706,G06G,dime,,vitanovski,2,,DE
13016259,28/01/11,706,G06G,martin,,huber,7,,DE
13016259,28/01/11,706,G06G,ingmar,,voigt,1,,DE
13031767,22/02/11,706,G06Q,thomas,,moeller,2,,DE
13044681,10/03/11,706,G06N,sebastian,,weng,2,,DE
13044681,10/03/11,706,G06N,philipp,,roesch,1,,DE
13046990,14/03/11,706,G06F,stephan,b,felix,4,,DE
13046990,14/03/11,706,G06F,heyo,k,kroemer,6,,DE
13046990,14/03/11,706,G06F,rainer,,rettig,7,,DE
13046990,14/03/11,706,G06F,henry,,volzke,8,,DE
13046990,14/03/11,706,G06F,till,,ittermann,5,,DE
13050092,17/03/11,706,G06Q,robert,,heidasch,1,,DE
13057421,03/05/11,706,G06F,martin,,mocigemba,4,,DE
13057421,03/05/11,706,G06F,ronald,,glasberg,2,,DE
13057421,03/05/11,706,G06F,sebastian,,schmiedeke,6,,DE
13057421,03/05/11,706,G06F,pascal,,kelm,3,,DE
13057421,03/05/11,706,G06F,thomas,,sikora,1,,DE
13058050,08/02/11,706,G05B,alexander,,muller,1,,DE
13068341,09/05/11,706,G06N,sarmad,,malik,1,,DE
13068341,09/05/11,706,G06N,gerald,,enzner,2,,DE
13073536,28/03/11,706,G06Q,denis,,malov,1,,DE
13074005,28/03/11,706,G06N,jan,,puzicha,1,,DE
13077194,31/03/11,706,G01N,stefan,,klepel,1,,DE
13093682,25/04/11,706,,sigram,,schindler,1,,DE
13114509,24/05/11,706,H04N,thomas,,kemp,1,,DE
13140319,27/07/11,706,G01T,yury,,prokazov,2,,DE
13145615,27/12/11,706,G06N,sebastian,peter michael,dries,2,,DE
13145615,27/12/11,706,G06N,jens,,von berg,3,,DE
13145615,27/12/11,706,G06N,stefan,matthias florian,schmidt,1,,DE
13157106,09/06/11,706,G06N,renate,,wendlik,3,,DE
13157106,09/06/11,706,G06N,thomas,walter,ruf,1,,DE
13157106,09/06/11,706,G06F,thomas,walter,ruf,1,,DE
13157106,09/06/11,706,G06F,renate,,wendlik,3,,DE
13157106,09/06/11,706,G06N,bernhard,,fischer-wuenschel,2,,DE
13157106,09/06/11,706,G06F,bernhard,,fischer-wuenschel,2,,DE
13162909,17/06/11,706,G06N,alexander,,felker,6,,DE
13168589,24/06/11,706,G06N,jurgen,,angele,1,,DE
13169618,27/06/11,706,G06F,rainer,,gemulla,1,,DE
13178379,07/07/11,706,B60K,thomas,,doerr,1,,DE
13178379,07/07/11,706,B60K,michael,,diebold,2,,DE
