application_number,filing_date,uspc_class,cpc4,inventor_name_first,inventor_name_middle,inventor_name_last,inventor_rank,inventor_region_code,inventor_country_code
13656512,2012-10-19,706,G06Q,brooke,,bishop,3,CA,US
13656512,2012-10-19,706,G06Q,sacha,,lien,2,CA,US
13656599,2012-10-19,706,G06Q,andrew,r,beechum,1,CA,US
13656599,2012-10-19,706,G06Q,amber,,stewart,3,CA,US
13656599,2012-10-19,706,G06Q,vita,g,markman,2,CA,US
13656757,2012-10-22,706,G06F,douglas,e,mays,1,CA,US
13656757,2012-10-22,706,G06Q,douglas,e,mays,1,CA,US
13656987,2012-10-22,706,G06N,olivier,,coenen,1,CA,US
13657613,2012-10-22,706,G06Q,eric,,wilson,3,CA,US
13657613,2012-10-22,706,G06Q,richard,,skelton,1,CA,US
13657613,2012-10-22,706,G06Q,stephanie,l,grossman,5,CA,US
13657613,2012-10-22,706,G06Q,patrick,,kennedy,4,CA,US
13657613,2012-10-22,706,G06Q,jason,,rosenthal,2,CA,US
13658200,2012-10-23,706,G06N,ronald,,marianetti,2,CA,US
13658200,2012-10-23,706,G06N,jeffrey c,,hawkins,1,CA,US
13660261,2012-10-25,706,G06Q,benjamin,n,lee,3,CA,US
13660631,2012-10-25,706,G08B,gabriel,,cohen,2,CA,US
13660923,2012-10-25,706,G06N,micah,,richert,1,CA,US
13660923,2012-10-25,706,G06N,botond,,szatmary,2,CA,US
13660945,2012-10-25,706,G06N,micah,,richert,1,CA,US
13660967,2012-10-25,706,G06N,botond,,szatmary,1,CA,US
13660967,2012-10-25,706,G06N,micah,,richert,2,CA,US
13660982,2012-10-25,706,G06N,csaba,,petre,7,CA,US
13660982,2012-10-25,706,G06N,eugene,,izhikevich,3,CA,US
13660982,2012-10-25,706,G06N,micah,,richert,2,CA,US
13660982,2012-10-25,706,G06N,jayram,moorkanikara,nageswaran,4,CA,US
13660982,2012-10-25,706,G06N,botond,,szatmary,1,CA,US
13660982,2012-10-25,706,G06N,filip,,piekniewski,5,CA,US
13662092,2012-10-26,706,G06N,norman,j,pass,2,CA,US
13662092,2012-10-26,706,G06N,dharmendra,s,modha,1,CA,US
13662275,2012-10-26,706,G06N,justin,,lewis,1,CA,US
13662275,2012-10-26,706,G06N,luke,,ravitch,2,CA,US
13662680,2012-10-29,706,G06N,bill,yuan-chi,chiu,3,CA,US
13662680,2012-10-29,706,G06N,saumitra,,das,1,CA,US
13662680,2012-10-29,706,G06N,stepan,,sokolov,2,CA,US
13663318,2012-10-29,706,G06N,john,,reimer,1,CA,US
13663318,2012-10-29,706,G06Q,john,,reimer,1,CA,US
13663747,2012-10-30,706,G06Q,oliver,,brdiczka,2,CA,US
13663747,2012-10-30,706,G06Q,jianqiang,,shen,1,CA,US
13663780,2012-10-30,706,H04N,earl,,cox,6,CA,US
13664713,2012-10-31,706,G09B,colby,,holliday,2,CA,US
13666814,2012-11-01,706,G06N,shipeng,,li,1,CA,US
13668312,2012-11-04,706,G06F,daniel,,delling,1,CA,US
13668312,2012-11-04,706,G06F,renato,f,werneck,2,CA,US
13669073,2012-11-05,706,G06N,jay,n,yagnik,1,CA,US
13669156,2012-11-05,706,G06N,jeffrey,c,hawkins,1,CA,US
13669291,2012-11-05,706,G06F,denis,,laprise,2,CA,US
13669291,2012-11-05,706,G06F,pinaki,,sinha,1,CA,US
13669516,2012-11-06,706,G06N,michael,,campos,1,CA,US
13669521,2012-11-06,706,G06N,michael,,campos,1,CA,US
13669534,2012-11-06,706,G06N,michael,,campos,1,CA,US
13670395,2012-11-06,706,G06N,steven,k,esser,1,CA,US
13670395,2012-11-06,706,G06N,dharmendra,s,modha,2,CA,US
13670395,2012-11-06,706,G06N,theodore,m,wong,3,CA,US
13673102,2012-11-09,706,A63F,bo,steven,finneman,2,CA,US
13673102,2012-11-09,706,G06Q,bo,steven,finneman,2,CA,US
13673647,2012-11-09,706,G06N,joseph,,faletti,2,CA,US
13673813,2012-11-09,706,G06N,gunnar,holmsteinn,gudmundsson,2,CA,US
13673813,2012-11-09,706,G01N,gunnar,holmsteinn,gudmundsson,2,CA,US
13675224,2012-11-13,706,G06N,axel,,hochstein,1,CA,US
13676081,2012-11-13,706,G05B,david,m,huselid,2,CA,US
13676081,2012-11-13,706,G05D,david,m,huselid,2,CA,US
13677869,2012-11-15,706,G06F,anirban,,basudhar,1,CA,US
13678699,2012-11-16,706,G06N,christopher,p,ricci,1,CA,US
13678699,2012-11-16,706,G08G,christopher,p,ricci,1,CA,US
13678699,2012-11-16,706,H04L,christopher,p,ricci,1,CA,US
13678911,2012-11-16,706,G06F,anitha,,kannan,1,CA,US
13679175,2012-11-16,706,G06N,warren,,byrne,4,CA,US
13679175,2012-11-16,706,G06F,warren,,byrne,4,CA,US
13679727,2012-11-16,706,G06N,narayan,,srinivasa,3,CA,US
13679727,2012-11-16,706,G06N,jose,,cruz-albrecht,1,CA,US
13679727,2012-11-16,706,G06N,michael,w,yung,2,CA,US
13680289,2012-11-19,706,G06F,gilad,,almogy,2,CA,US
13680297,2012-11-19,706,G06N,wei,,wang,1,CA,US
13680297,2012-11-19,706,G06F,wei,,wang,1,CA,US
13680297,2012-11-19,706,G06N,rui,,chang,2,CA,US
13680297,2012-11-19,706,G06F,rui,,chang,2,CA,US
13680417,2012-11-19,706,G06N,anton,a,bougaev,2,CA,US
13680417,2012-11-19,706,G06N,aleksey,m,urmanov,1,CA,US
13683234,2012-11-21,706,G06N,andrew,s,cassidy,3,CA,US
13683234,2012-11-21,706,G06N,john,v,arthur,2,CA,US
13683234,2012-11-21,706,G06N,rodrigo,,alvarez-icaza rivera,1,CA,US
13683234,2012-11-21,706,G06N,dharmendra,s,modha,5,CA,US
13683234,2012-11-21,706,G06N,paul,a,merolla,4,CA,US
13684295,2012-11-23,706,G06N,tim,,lynch,3,CA,US
13684295,2012-11-23,706,G06N,mark,,jacobson,2,CA,US
13684295,2012-11-23,706,G06N,chad,,kalmes,1,CA,US
13685568,2012-11-26,706,G06N,warren,,byrne,4,CA,US
13687413,2012-11-28,706,G06N,christian,,posse,1,CA,US
13687413,2012-11-28,706,G06N,wing,,li,3,CA,US
13687413,2012-11-28,706,G06N,anmol,,bhasin,2,CA,US
13689467,2012-11-29,706,G06N,kathleen,,fisher,1,CA,US
13689712,2012-11-29,706,G06N,borja,ibarz,gabardos,1,CA,US
13689712,2012-11-29,706,B25J,eugene,,izhikevich,2,CA,US
13689712,2012-11-29,706,B25J,borja,ibarz,gabardos,1,CA,US
13689712,2012-11-29,706,G06N,eugene,,izhikevich,2,CA,US
13689717,2012-11-29,706,B25J,eugene,,izhikevich,2,CA,US
13689717,2012-11-29,706,B25J,benjamin,neil,cipollini,1,CA,US
13689969,2012-11-30,706,G06N,hong,,yan,4,CA,US
13689969,2012-11-30,706,G06N,igor,,kabiljo,1,CA,US
13689969,2012-11-30,706,G06N,aleksandar,,ilic,2,CA,US
13689969,2012-11-30,706,G06N,ming,,hua,3,CA,US
13691437,2012-11-30,706,G06N,revathi,,subramanian,1,CA,US
13691437,2012-11-30,706,G06N,vijay,s,desai,2,CA,US
13691437,2012-11-30,706,G06N,hongrui,,gong,3,CA,US
13691554,2012-11-30,706,G06N,filip,,piekniewski,1,CA,US
13691554,2012-11-30,706,G06N,micah,,richert,2,CA,US
13691554,2012-11-30,706,G06N,dimitry,,fisher,3,CA,US
13691554,2012-11-30,706,G06N,eugene,,izhikevich,4,CA,US
13707805,2012-12-07,706,G06N,craig,s,etchegoyen,1,CA,US
13708566,2012-12-07,706,H04L,bo,steven,finneman,2,CA,US
13708566,2012-12-07,706,G06Q,bo,steven,finneman,2,CA,US
13708823,2012-12-07,706,G06N,youngkwon,,cho,3,CA,US
13708823,2012-12-07,706,G06N,narayan,,srinivasa,1,CA,US
13708823,2012-12-07,706,G06N,jose,,cruz-albrecht,2,CA,US
13708898,2012-12-07,706,G06N,vijay,,raghavendra,4,CA,US
13708898,2012-12-07,706,G06N,yitao,,yao,5,CA,US
13708898,2012-12-07,706,G06N,jayashree,s,kolhatkar,2,CA,US
13708898,2012-12-07,706,G06N,alok,,bhanot,1,CA,US
13708898,2012-12-07,706,G06N,mark,paul,palaima,3,CA,US
13709773,2012-12-10,706,G06N,hernan,,laffitte,2,CA,US
13709773,2012-12-10,706,G06N,vinay,,deolalikar,1,CA,US
13710423,2012-12-10,706,G06N,uwe,,mayer,3,CA,US
13710423,2012-12-10,706,G06N,scott,,zoldi,4,CA,US
13710423,2012-12-10,706,G06N,larry,,peranich,2,CA,US
13710423,2012-12-10,706,G06N,shane,,de zilwa,5,CA,US
13710423,2012-12-10,706,G06N,anthony,,vaiciulis,1,CA,US
13710914,2012-12-11,706,G05B,arnar,mar,hrafnkelsson,3,CA,US
13710914,2012-12-11,706,G05B,alan,ramsay,skelley,2,CA,US
13710914,2012-12-11,706,G06N,alan,ramsay,skelley,2,CA,US
13710914,2012-12-11,706,G06N,arnar,mar,hrafnkelsson,3,CA,US
13712654,2012-12-12,706,G06N,soren,v,solari,1,CA,US
13713623,2012-12-13,706,G06N,joshua,mark,hyman,1,CA,US
13713623,2012-12-13,706,G06N,joel,,ingram,2,CA,US
13714610,2012-12-14,706,G06N,po-ling,,loh,2,CA,US
13714667,2012-12-14,706,G06N,qi,,he,1,CA,US
13714667,2012-12-14,706,G06N,w scott,,spangler,2,CA,US
13715116,2012-12-14,706,G05B,kyriakos,,vamvoudakis,1,CA,US
13716940,2012-12-17,706,G06N,karl,,ni,1,CA,US
13717644,2012-12-17,706,G06F,glenn,a,williams,1,CA,US
13722078,2012-12-20,706,G06N,guangyu,,shi,3,CA,US
13722696,2012-12-20,706,G06N,koen,,bok,3,CA,US
13722696,2012-12-20,706,G06N,adam,gregory,wolff,2,CA,US
13722696,2012-12-20,706,G06N,peter,xiu,deng,1,CA,US
13722769,2012-12-20,706,G06N,filip,,ponulak,1,CA,US
13722769,2012-12-20,706,G06N,oleg,,sinyavskiy,2,CA,US
13722780,2012-12-20,706,G06N,caleb,,welton,4,CA,US
13722780,2012-12-20,706,G06F,caleb,,welton,4,CA,US
13722847,2012-12-20,706,G06N,caleb,,welton,4,CA,US
13722864,2012-12-20,706,G06N,caleb,,welton,4,CA,US
13723943,2012-12-21,706,G06N,george,,weising,1,CA,US
13724366,2012-12-21,706,G06N,grahame,andrew,jastrebski,2,CA,US
13724366,2012-12-21,706,G06N,dhanurjay,as,patil,1,CA,US
13724366,2012-12-21,706,G06N,allison,e,miller,3,CA,US
13724366,2012-12-21,706,G06N,chris,,riccomini,4,CA,US
13724752,2012-12-21,706,G06N,rhonda,,baldwin,2,CA,US
13725442,2012-12-21,706,G06N,paul,a,merolla,5,CA,US
13725442,2012-12-21,706,G06F,andrew,s,cassidy,3,CA,US
13725442,2012-12-21,706,G06F,paul,a,merolla,5,CA,US
13725442,2012-12-21,706,G06F,rodrigo,,alvarez-icaza rivera,1,CA,US
13725442,2012-12-21,706,G06N,pallab,,datta,4,CA,US
13725442,2012-12-21,706,G06N,john,v,arthur,2,CA,US
13725442,2012-12-21,706,G06N,rodrigo,,alvarez-icaza rivera,1,CA,US
13725442,2012-12-21,706,G06N,andrew,s,cassidy,3,CA,US
13725442,2012-12-21,706,G06F,pallab,,datta,4,CA,US
13725442,2012-12-21,706,G06F,john,v,arthur,2,CA,US
13725442,2012-12-21,706,G06N,dharmendra,s,modha,6,CA,US
13725442,2012-12-21,706,G06F,dharmendra,s,modha,6,CA,US
13725452,2012-12-21,706,G06N,pallab,,datta,4,CA,US
13725452,2012-12-21,706,G06N,paul,a,merolla,5,CA,US
13725452,2012-12-21,706,G06N,dharmendra,s,modha,6,CA,US
13725452,2012-12-21,706,G06N,andrew,s,cassidy,3,CA,US
13725452,2012-12-21,706,G06N,john,v,arthur,2,CA,US
13725452,2012-12-21,706,G06N,rodrigo,,alvarez-icaza rivera,1,CA,US
13725463,2012-12-21,706,G06N,john,v,arthur,1,CA,US
13725463,2012-12-21,706,G06N,dharmendra,s,modha,6,CA,US
13725463,2012-12-21,706,G06N,paul,a,merolla,5,CA,US
13725476,2012-12-21,706,G06N,dharmendra,s,modha,6,CA,US
13725476,2012-12-21,706,G06N,john,v,arthur,1,CA,US
13725476,2012-12-21,706,G06N,paul,a,merolla,5,CA,US
13727688,2012-12-27,706,G06N,adrien,,treuille,3,CA,US
13727688,2012-12-27,706,G08G,adrien,,treuille,3,CA,US
13727688,2012-12-27,706,G06N,keith,allen,bonawitz,1,CA,US
13727688,2012-12-27,706,G08G,keith,allen,bonawitz,1,CA,US
13727688,2012-12-27,706,G06N,bradley,,rhodes,2,CA,US
13727688,2012-12-27,706,G08G,bradley,,rhodes,2,CA,US
13728378,2012-12-27,706,G06Q,anil,,varma,2,CA,US
13728378,2012-12-27,706,G06N,anil,,varma,2,CA,US
13728572,2012-12-27,706,G06N,anil,,varma,2,CA,US
13731075,2012-12-30,706,G06N,geoffrey,j,hueter,1,CA,US
13731075,2012-12-30,706,G06N,benjamin,s,farber,2,CA,US
13731266,2012-12-31,706,G06N,dasarathi,,sampath,4,CA,US
13731266,2012-12-31,706,G06N,yangli,hector,yee,1,CA,US
13731266,2012-12-31,706,G06N,john,,kraemer,3,CA,US
13731266,2012-12-31,706,G06N,james,vincent,mcfadden,2,CA,US
13732834,2013-01-02,706,G06N,ryan,,brunton,2,CA,US
13732834,2013-01-02,706,G06N,justin,,busch,1,CA,US
13733405,2013-01-03,706,G01C,jens,,lehmann,1,CA,US
13733405,2013-01-03,706,G06N,jens,,lehmann,1,CA,US
13734669,2013-01-04,706,G06N,stuart,h,rubin,1,CA,US
13735619,2013-01-07,706,G06N,meher,,tendjoukian,1,CA,US
13735619,2013-01-07,706,G06N,marc,eliot,davis,2,CA,US
13735893,2013-01-07,706,G06N,peter,,barrett,1,CA,US
13735893,2013-01-07,706,G01C,peter,,barrett,1,CA,US
13735893,2013-01-07,706,G01C,bruce,,leak,2,CA,US
13735893,2013-01-07,706,G06N,bruce,,leak,2,CA,US
13735893,2013-01-07,706,G01C,zarko,,draganic,4,CA,US
13735893,2013-01-07,706,G06N,zarko,,draganic,4,CA,US
13735893,2013-01-07,706,G06N,konstantin,,othmer,3,CA,US
13735893,2013-01-07,706,G01C,konstantin,,othmer,3,CA,US
13736589,2013-01-08,706,G06N,bo,,xing,1,CA,US
13736589,2013-01-08,706,G06N,du,,li,2,CA,US
13738193,2013-01-10,706,G06Q,bin,,he,2,CA,US
13738193,2013-01-10,706,G06N,qi,,he,3,CA,US
13738193,2013-01-10,706,G06N,ying,,chen,1,CA,US
13738193,2013-01-10,706,G06Q,w,scott,spangler,5,CA,US
13738193,2013-01-10,706,G06N,w,scott,spangler,5,CA,US
13738193,2013-01-10,706,G06Q,ying,,chen,1,CA,US
13738193,2013-01-10,706,G06N,bin,,he,2,CA,US
13738193,2013-01-10,706,G06Q,qi,,he,3,CA,US
13738966,2013-01-10,706,G06N,russ,b,altman,2,CA,US
13738966,2013-01-10,706,G06N,guy,haskin,fernald,3,CA,US
13739400,2013-01-11,706,G06Q,chad,,brower,4,CA,US
13739400,2013-01-11,706,G06Q,shi,,zhong,2,CA,US
13739400,2013-01-11,706,G06Q,scott,,gaffney,3,CA,US
13739400,2013-01-11,706,G06Q,pavel,,berkhin,5,CA,US
13739400,2013-01-11,706,G06Q,george,h,john,6,CA,US
13739400,2013-01-11,706,G06Q,john,,canny,1,CA,US
13740270,2013-01-14,706,G06N,qin,,zhang,1,CA,US
13742277,2013-01-15,706,G06F,michael,d,howard,1,CA,US
13742277,2013-01-15,706,G06N,rajan,,bhattacharyya,2,CA,US
13742277,2013-01-15,706,G06F,rajan,,bhattacharyya,2,CA,US
13742277,2013-01-15,706,G06N,michael,d,howard,1,CA,US
13743989,2013-01-17,706,G06N,sylvain,rene yves,louboutin,2,CA,US
13743989,2013-01-17,706,G06N,gregory,t,lydon,1,CA,US
13744056,2013-01-17,706,G06N,silke,maren,witt-ehsani,3,CA,US
13744056,2013-01-17,706,G06N,demitrios,leo,master,1,CA,US
13744056,2013-01-17,706,G06N,farzad,,ehsani,2,CA,US
13744657,2013-01-18,706,G06N,aleksey,,nogin,1,CA,US
13744680,2013-01-18,706,G06N,matthew,,fuchs,1,CA,US
13745605,2013-01-18,706,G06N,richard,o,chen,2,CA,US
13745605,2013-01-18,706,G06N,daniel,r,richards,4,CA,US
13745605,2013-01-18,706,G06N,ramon,m,felciano,3,CA,US
13745605,2013-01-18,706,G06N,raymond,j,cho,1,CA,US
13746348,2013-01-22,706,G06N,thomas,,zheng,2,CA,US
13746348,2013-01-22,706,G06N,sreeram,,karan,1,CA,US
13746805,2013-01-22,706,G06N,shailendra,k,jain,5,CA,US
13746805,2013-01-22,706,G06N,maria,teresa,gonzalez diaz,1,CA,US
13746805,2013-01-22,706,G06N,cipriano,a,santos,3,CA,US
13747466,2013-01-22,706,G06N,ryan,,compton,1,CA,US
13747466,2013-01-22,706,G06Q,hankyu,,moon,2,CA,US
13747466,2013-01-22,706,G06N,hankyu,,moon,2,CA,US
13747466,2013-01-22,706,G06Q,ryan,,compton,1,CA,US
13747987,2013-01-23,706,G06N,heiko,,hoffmann,1,CA,US
13747987,2013-01-23,706,G06N,hooman,,kazemi,2,CA,US
13749683,2013-01-25,706,G06F,joshua,w,baron,3,CA,US
13749683,2013-01-25,706,G06F,karim,,el defrawy,1,CA,US
13749683,2013-01-25,706,G06F,heiko,,hoffmann,5,CA,US
13749683,2013-01-25,706,G06F,kirill,,minkovich,2,CA,US
13749683,2013-01-25,706,G06F,eric,p,tressler,4,CA,US
13750775,2013-01-25,706,G06N,michelle,,ha,5,CA,US
13750775,2013-01-25,706,G06Q,herbert,f,stackhouse,2,CA,US
13750775,2013-01-25,706,G06N,james,r,oliver,1,CA,US
13750775,2013-01-25,706,G06Q,qian,,tang,4,CA,US
13750775,2013-01-25,706,G06N,herbert,f,stackhouse,2,CA,US
13750775,2013-01-25,706,G06N,qian,,tang,4,CA,US
13750775,2013-01-25,706,G06Q,james,r,oliver,1,CA,US
13750775,2013-01-25,706,G06Q,michelle,,ha,5,CA,US
13752335,2013-01-28,706,G06N,jyri,,engestrom,2,CA,US
13753152,2013-01-29,706,G06N,matthew,d,pickett,1,CA,US
13753671,2013-01-30,706,G06N,craig,,froelich,1,CA,US
13755201,2013-01-31,706,G06N,qiyan,,sun,3,CA,US
13755201,2013-01-31,706,G06N,adam,,scislowicz,1,CA,US
13755443,2013-01-31,706,G06N,jeffrey,,wilhelm,3,CA,US
13755443,2013-01-31,706,G06N,adam,,wright,1,CA,US
13755443,2013-01-31,706,G06N,sourabh,,satish,2,CA,US
13755612,2013-01-31,706,G06N,claudio,,bartolini,2,CA,US
13755612,2013-01-31,706,G06N,mehmet,kivanc,ozonat,1,CA,US
13756372,2013-01-31,706,G06N,oleg,,sinyavskiy,2,CA,US
13756372,2013-01-31,706,G06N,jonathan,james,hunt,1,CA,US
13757509,2013-02-01,706,G06N,aliasgar,mumtaz,husain,2,CA,US
13757509,2013-02-01,706,G06N,pramod,lakshmi,narasimha,1,CA,US
13758108,2013-02-04,706,G06F,thomas,,leung,1,CA,US
13758108,2013-02-04,706,G06F,charles,j,rosenberg,2,CA,US
13758886,2013-02-04,706,G06N,jiawen,,su,1,CA,US
13760034,2013-02-05,706,G06F,adam,,harris,1,CA,US
13761090,2013-02-06,706,G06N,filip,,ponulak,1,CA,US
13763005,2013-02-08,706,G06K,eugene,,izhikevich,3,CA,US
13763005,2013-02-08,706,G06K,jeffrey,alexander,levin,6,CA,US
13763005,2013-02-08,706,G06N,eugene,,izhikevich,3,CA,US
13763005,2013-02-08,706,G06N,filip,,piekniewski,2,CA,US
13763005,2013-02-08,706,G06K,filip,,piekniewski,2,CA,US
13763005,2013-02-08,706,G06N,jeffrey,alexander,levin,6,CA,US
13763005,2013-02-08,706,G06N,micah,,richert,1,CA,US
13763005,2013-02-08,706,G06K,micah,,richert,1,CA,US
13763005,2013-02-08,706,G06N,victor,hokkiu,chan,5,CA,US
13763005,2013-02-08,706,G06K,victor,hokkiu,chan,5,CA,US
13763736,2013-02-11,706,G06N,qin,,zhang,1,CA,US
13766246,2013-02-13,706,G06N,mitchell,,kim,3,CA,US
13766246,2013-02-13,706,G06N,mihir,devraj,bhanot,2,CA,US
13766246,2013-02-13,706,G06N,dave,,mohla,1,CA,US
13766246,2013-02-13,706,G06N,devesh,,khare,6,CA,US
13766441,2013-02-13,706,G08B,gabriel,,cohen,2,CA,US
13766784,2013-02-14,706,G06N,oded,,fuhrmann,1,CA,US
13767484,2013-02-14,706,G06N,francisco,j,maldonado,1,CA,US
13767695,2013-02-14,706,G06N,belle,,tseng,5,CA,US
13767695,2013-02-14,706,G06N,maxim,,gurevich,3,CA,US
13767695,2013-02-14,706,G06N,achint,oommen,thomas,4,CA,US
13767695,2013-02-14,706,G06N,anirban,,dasgupta,1,CA,US
13767695,2013-02-14,706,G06N,liang,,zhang,2,CA,US
13770666,2013-02-19,706,G06N,nancy,,yan,1,CA,US
13770666,2013-02-19,706,G06N,david,,kung,3,CA,US
13770666,2013-02-19,706,G06N,min,,he,2,CA,US
13773247,2013-02-21,706,G06N,vinay,,sridhara,4,CA,US
13773247,2013-02-21,706,G06N,xuetao,,wei,2,CA,US
13773247,2013-02-21,706,G06N,anil,,gathala,3,CA,US
13773247,2013-02-21,706,G06N,rajarshi,,gupta,1,CA,US
13774084,2013-02-22,706,G06N,rudolf,michael,galfi,3,CA,US
13774084,2013-02-22,706,G06N,amogh,sanjay,asgekar,2,CA,US
13774084,2013-02-22,706,G06N,natasha,,mohanty,1,CA,US
13774934,2013-02-22,706,G06N,eugene,,izhikevich,3,CA,US
13774934,2013-02-22,706,G06N,victor,hokkiu,chan,4,CA,US
13774934,2013-02-22,706,G06N,filip,,piekniewski,1,CA,US
13774934,2013-02-22,706,G06N,micah,,richert,2,CA,US
13774934,2013-02-22,706,G06N,jeffrey,alexander,levin,5,CA,US
13775068,2013-02-22,706,G06N,saul,costa,rosa,1,CA,US
13775170,2013-02-23,706,G06N,hui,,xue,5,CA,US
13775170,2013-02-23,706,G06N,phung-te,,ha,3,CA,US
13775170,2013-02-23,706,G06F,phung-te,,ha,3,CA,US
13775170,2013-02-23,706,G06N,osman,abdoul,ismael,1,CA,US
13775170,2013-02-23,706,G06F,osman,abdoul,ismael,1,CA,US
13775170,2013-02-23,706,G06F,hui,,xue,5,CA,US
13775170,2013-02-23,706,G06F,dawn,,song,2,CA,US
13775170,2013-02-23,706,G06N,dawn,,song,2,CA,US
13775728,2013-02-25,706,G06N,vladimir,,ofitserov,1,CA,US
13775728,2013-02-25,706,G06F,vladimir,,ofitserov,1,CA,US
13776092,2013-02-25,706,H04L,alvaro,,bolivar,1,CA,US
13776092,2013-02-25,706,G06N,alvaro,,bolivar,1,CA,US
13776239,2013-02-25,706,G06F,gaurav,,kapoor,2,CA,US
13776239,2013-02-25,706,G06F,michael,,culbert,3,CA,US
13776239,2013-02-25,706,G06F,keith,,cox,1,CA,US
13776414,2013-02-25,706,G06N,rajarshi,,gupta,1,CA,US
13776414,2013-02-25,706,G06N,anil,,gathala,3,CA,US
13776414,2013-02-25,706,G06N,vinay,,srishara,4,CA,US
13776414,2013-02-25,706,G06N,xuetao,,wei,2,CA,US
13779408,2013-02-27,706,H04L,deying,,zhang,1,CA,US
13779408,2013-02-27,706,H04L,narayan,,srinivasa,2,CA,US
13779520,2013-02-27,706,G06N,pierre,,berlandier,1,CA,US
13779699,2013-02-27,706,G06N,abdul,,saleh,1,CA,US
13779699,2013-02-27,706,G06F,abdul,,saleh,1,CA,US
13780487,2013-02-28,706,G06F,satinderpal,,sandhu,3,CA,US
13780487,2013-02-28,706,G06F,eddie,,lo,2,CA,US
13780487,2013-02-28,706,G06F,pierre,,grenier,1,CA,US
13782463,2013-03-01,706,G06N,wei,,peng,2,CA,US
13783195,2013-03-01,706,G06N,shannon,m,ma,3,CA,US
13783195,2013-03-01,706,G06N,lukas,m,marti,1,CA,US
13783195,2013-03-01,706,G06N,ronald,keryuan,huang,2,CA,US
13784214,2013-03-04,706,G06F,stephen,j,brown,1,CA,US
13784728,2013-03-04,706,G06N,james (bo),ma,begole,2,CA,US
13784728,2013-03-04,706,G06N,oliver,,brdiczka,1,CA,US
13786179,2013-03-05,706,G06N,keir,,finlow-bates,1,CA,US
13786623,2013-03-06,706,G06F,shawn,patrick,mcguan,3,CA,US
13786623,2013-03-06,706,G06F,david,brian,jackson,2,CA,US
13786623,2013-03-06,706,G06F,milton,scott,bergeon,1,CA,US
13787700,2013-03-06,706,G06F,james,,kennedy,2,CA,US
13789770,2013-03-08,706,G06F,robert,r,price,1,CA,US
13789770,2013-03-08,706,G06N,robert,r,price,1,CA,US
13789770,2013-03-08,706,G06N,juan,,liu,2,CA,US
13789770,2013-03-08,706,G06F,juan,,liu,2,CA,US
13791505,2013-03-08,706,G06N,dharmendra,s,modha,1,CA,US
13791669,2013-03-08,706,G06N,angelo,,pruscino,3,CA,US
13791669,2013-03-08,706,G06N,yaser,ib,suleiman,1,CA,US
13791669,2013-03-08,706,G06N,michael,,zoll,2,CA,US
13792474,2013-03-11,706,G06N,jeffrey,w,nichols,3,CA,US
13792474,2013-03-11,706,G06N,jalal,u,mahmud,2,CA,US
13792474,2013-03-11,706,G06N,jilin,,chen,1,CA,US
13795071,2013-03-12,706,G06N,derek,,dang,1,CA,US
13795613,2013-03-12,706,G06N,dmitry,,golovashkin,1,CA,US
13795613,2013-03-12,706,G06N,vaishnavi,,sashikanth,3,CA,US
13797454,2013-03-12,706,G06F,lukasz,,bieniasz-krzywiec,1,CA,US
13797454,2013-03-12,706,G06N,venu,,vemula,3,CA,US
13797454,2013-03-12,706,G06F,venu,,vemula,3,CA,US
13797454,2013-03-12,706,G06N,lukasz,,bieniasz-krzywiec,1,CA,US
13797454,2013-03-12,706,G06N,dariusz,,leniowski,2,CA,US
13797454,2013-03-12,706,G06F,dariusz,,leniowski,2,CA,US
13797914,2013-03-12,706,G06N,omar,,alonso,4,CA,US
13797914,2013-03-12,706,G06Q,lei,,duan,3,CA,US
13797914,2013-03-12,706,G06N,paul,alexander,dow,2,CA,US
13797914,2013-03-12,706,G06N,lei,,duan,3,CA,US
13797914,2013-03-12,706,G06Q,omar,,alonso,4,CA,US
13797914,2013-03-12,706,G06Q,paul,alexander,dow,2,CA,US
13798050,2013-03-12,706,G06N,christian,,humann,1,CA,US
13798050,2013-03-12,706,F24F,christian,,humann,1,CA,US
13799337,2013-03-13,706,G06N,alexandros,,manolakos,7,CA,US
13799337,2013-03-13,706,G06N,shankar,,sadasivam,6,CA,US
13799337,2013-03-13,706,G06N,lukas,d,kuhn,4,CA,US
13799337,2013-03-13,706,G06N,vidya,,narayanan,2,CA,US
13799337,2013-03-13,706,G06N,jin,won,lee,3,CA,US
13799337,2013-03-13,706,G06N,li,,ding,1,CA,US
13799337,2013-03-13,706,G06N,leonard,henry,grokop,5,CA,US
13801056,2013-03-13,706,G06N,chuong,,do,1,CA,US
13801056,2013-03-13,706,G06F,chuong,,do,1,CA,US
13801056,2013-03-13,706,G06N,eric,,durand,2,CA,US
13801056,2013-03-13,706,G06N,john,michael,macpherson,3,CA,US
13801056,2013-03-13,706,G06F,john,michael,macpherson,3,CA,US
13801056,2013-03-13,706,G06F,eric,,durand,2,CA,US
13801197,2013-03-13,706,G06N,amarnag,,subramanya,1,CA,US
13801197,2013-03-13,706,G06N,fernando,,pereira,2,CA,US
13801552,2013-03-13,706,G06F,chuong,,do,1,CA,US
13801552,2013-03-13,706,G06F,john,michael,macpherson,3,CA,US
13801552,2013-03-13,706,G06F,eric,,durand,2,CA,US
13801552,2013-03-13,706,G06N,eric,,durand,2,CA,US
